,cluster,review
537,14,"before purchasing this echo, i read many of the reviews between the 5 star and 1 star categories.  i also read the alexa app review which was not great.  i decided to give the echo a try anyway, and i received it on 12/28/17.  it worked effortlessly for about 5 days...then i lost the wi-fi connection.  followed every instruction i could find to fix this, including contacting my internet service provided who assured me all was fine on their end.  since my other devices were working, i then called customer service, sent the echo in for repair, got it back 4 days later and tried again.  same problem, so it was returned, and a brand new one was delivered immediately.  when i connected that one, i had the same issue.  i decided it was not an echo problem and that it had to be a wi-if connection problem.  decided to order a new router with stronger capabilities and, as of today, the problem has been resolved.  for those of you leaving 1 star reviews due to connectivity issues, i suggest you look a bit further to determine if a stronger router would take care of this issue for you as it did for me.  and thank you, amazon, for all you did to try and alleviate this problem when your product was not to blame at all."
538,6,has great sound!
539,14,"the echo 2nd gen is great. the setup took a little longer than some of the other reviewers, somehow it was deleted from my devices menu on the app which is the reason for the four stars. it is been up and running for about a week now and i have only had one problem when the device was unavailable which was fixed by unplugging, waiting about 30 seconds and plugging it back in.  this controls my first gen firestick, tp-link wifi outlet and honeywell thermostat with no problems.  the echo is very sensitive and it can be controlled by voice from about 25-30 feet away.  it can even understand our 4 year old who loves calling his friends through the echo.  the speaker sound is wonderful and definitely fills the room.  i would definitely recommend the echo as a main unit for a living room or kitchen (or wherever you spend a lot of time) then buying a dot for additional rooms."
540,4,"gave it as a gift, she loves it. i have on also."
541,6,very clear sound
542,4,fantastic! purchase..a gift from my sons
543,7,sound
544,14,easy to use. great sound. great price!  got 4 of them for every room in the house along with the spot!  loving the set up.  connected to spotify and lights and other smart devices in the home also.
545,14,"sound is good but it never understands me.  amazon already replaced my first echo because of this, pretty difficult to keep using when i have to ask it 4 or 5 times to do something.  daily, my echo will red ring and tell me it is having trouble. not worth your money."
546,14,"i got this for my husband for christmas.  he did not use it.  a couple of weeks ago i moved it to a more central area in the room.  i have an echo dot that works grreat.  this echo has a problem with the volume. it is fine and then the next time i use it, the volume is too low.  is anyone else having a volume problem with this model?"
547,7,"like alexa but she says a lot of the time ""i do not know how to answer that""...i thought she would be the smartest in the room but my 18 year old knows more..alittle disappointed"
548,14,"the echo has terrific sound,  a great mix of bass and treble. i enjoy the wide range of questions i can ask her, and the news is accurate and relativelt unbiased.  i can also hook up my roomba and other wireless devices, so echo helps me manage my life. next up, sync echo to my google calendar."
549,14,the sound really fills the room. the echo will stop playing for no reason. wifi speed is vey strong. really frustrating when the system drops.
550,7,handy for questions and music.
551,14,like it still working on figuring it out.
552,14,"the great thing about the new echo- it supports calls. have elderly parents, life alert type devices are good but often left on sinks or nightstands. i put this in the living room and 2 echo dots in other parts of the house. if someone falls- they only need to say ""alexa, call matt is cell"". it does not support 911- but they would probably spend the night on the floor rather than call 911. if i do not answer- they can go down their list of contacts- my sister, brother, neighbor etc."
553,14,"this device only works sporadically.  most of the time, alexa says she is having trouble understanding me, to try again later."
554,7,absolutely love the sound
555,7,works very well! exactly like it is advertised.
556,6,putting the package between the front door and storm door is a good idea.
557,7,"love it - so nice to have music, weather and news instantly!"
558,6,"presently surprised with the rich sound and ease of use.  in one way better than my cd player with cd! . amazon does a good jobwith known artists, hope they can include unknow or little known christian speakers and musicians .well worth the price !"
559,7,love it very much
560,7,"i am paralyzed and alexa is becoming a thing i do not know how i got along without her before she turns lights on and off, tells me when stuff is arriving, it is just a cool interactive thing to have i am impressed"
561,14,great device. i¡¯ve had the 1st gen model since it came out and this 2nd generation device did not disappoint! great updated sound (once the software update was applied) and looks good. ordered echo dots for all the rooms in the house as well.
562,14,i love the echo products. the all-new echo with improved sound does not deliver what it promises....  sound is not very good.  buyer beware on this.update:well.  got a call from amazon and they were very professional and transparent.  i am still not a fan of this particular echo as it is shipped today but i do believe they continue to update the firmware and with their attitude and diligence i am sure they will nail it.  probably re-buy one in 6 or so months to see how it is improved. the first update was pretty dramatic in a positive way.  moving my rating from a 1 to a 3.
563,14,it is great!
564,7,the echo is easy to use and install. it is fun to have around almost like friend with quick information and instant help. we have not had anything to dis lie yet.
565,6,improved sound over the echo dot.
566,7,the best big brother my kids and i can get!
567,7,i love how you can listen to music on it and how you can talk to alexa and give her commands to do stuff...i like how you can order stuff also
568,4,love!!!!
569,7,i love her.  we are learning things from & about her every day.
570,14,great product.
571,14,"i am comparing to the first gen echo in this review, as i suspect many others want to know the differences as well.first, compared to the first gen echo, it sounds tinny and far inferior.  side by side, it is shocking and it is hard to believe  they advertise this as having improved sound.  it weighs a lot less, too, probably as a result of smaller speakers and magnets in gen2.they also did away with the volume ring on the top, probably in a cost savings maneuver...this was a handy feature.it does seem a bit more responsive and faster,  but i¡¯d much rather have better sound quality, and i¡¯m betting a lot of other people do as well.i got a fabric model but i think i will regret that...as it is used in the kitchen and will be victim to splatters and such...the hard plastic of the old model is easier to clean and looks new once cleaned..this one likely will not.setup was also problematic.  i was able to easily find its wi-fi network, but once i tried to finish the setup i kept getting error messages.  after trying the same process, and resetting the echo each time, it finally worked.  there is definitely a hiccup in the setup process."
572,0,very cool <f0><u+009f><u+0091><u+008d>
573,14,i really like the alexa and and echo products. i have used an echo dot for a while now. so when i saw this one for a lower price point with a better speaker. i bought it. but my only complaint and why it got 4 out of 5 stars. is that the microphone on this one does not pick up as well as the older echo dot we had. have to almost yell at it to get it recognize that you are talking to it. minor issue more just annoying.
574,7,"love it!! super easy to set up and great quality. a wonderful gift, i use everyday!"
575,14,i like this product. it does have some problems finding certain channels on my dish receiver.
576,7,love it!!
577,14,"i would have given this more stars however after having it a few short months it no longer hardly ever hears me say ""alexa"" does not matter how loud or quiet i say it. it also turns on when nothing is being said around it."
578,4,our alexa was a gift to ourselves after seeing it at our daughters.  we were amazed what we could ask and alexa knew the answer. so happy with ours that we gifted one to our son and daughter-in-law! think they love there is too!
579,14,for a few days it played new age music then one day it could not.  does it even play music as on an i pod?
580,7,loving this little helper! super easy to use
581,7,love it great way to have music playing and can answer most questions.
582,7,super fast shipping.  works great although it was somewhat of a headache to set it all up.
583,7,enjoy it v to y much!
584,7,easy to use and set up
585,14,"parents love this thing, no issues to date."
586,6,this 2nd generation echo is fantastic. the improved sound is also a big improvement. great product!
587,14,"works as expected, it can hear my voice throughout my entire first floor."
588,14,i love this product.  it took a few tries to get it connected at home to my network but once connected it works as advertised.  i only use it for music and news through voice commands at this point but i intend to explore more features soon.  good sound quality and entertaining for folks that do not have one and especially those who have not heard of them.
589,7,no... alexa does not know anything that i have asked
590,4,a gift for my daughter.  i am sure she will love it!
591,7,"works great, very sensitive picking up my voice and requests even when i am not near it."
592,6,moving over from the first generation echo. sound quality is massively improved. alexa is voice also has a lot more bass and is more lifelike. music through bluetooth or streaming is excellent. even at max volume the music is not distorted.
593,6,"the sound quality is very good,  setup was a little awkward"
594,14,"i have bunch of echo dots and i wanted to get a bit better sound for my bedroom, so i got the echo. i was very disappointed from the sound of the echo, and i could here mostly bass. it is way to boomy and if you have it close to a wall it gets even worst - no way to adjust the bass. to be honest the dots sound better then the echo, and if you really need better sound, i would recommend to get echo and connect it via bt to your favorite speaker."
595,14,"[11/20/2017 update] the echo 2 periodically loses its connection to spotify connect. it just vanishes from the list of available devices in the spotify app. my 1st gen echo and tap are not affected and they are on the same wifi network and near the echo 2. it is still online and i can still say, ""alexa, play playlist <name> on spotify>. the problem seems isolated to the spotify app itself. this could be a problem that spotify has to fix but it is annoying enough to be a reason to hold off on buying an echo 2 if you regularly connect to your echo through spotify connect. unplugging the echo 2 and plugging it back in sometimes fixes the connection problem, but not always.[11/4/2017 update] i got the firmware update - the alexa app now shows the software version as a number ending in 5420 (formerly 5320). i noticed a big improvement in the bass and overall richness. it is really quite good now. i really did not expect them to be able to fix this through software, and i appreciate amazon getting it out so fast! i was getting my box ready to return it.[previous 1-star review, based on poor audio quality in the echo 2 unit i received october 31st]i pre-ordered it specifically because amazon promised improved audio. i could not believe it - it sounds the same, if not worse, than the gen 1. echo. i spent a good hour doing side by side comparisons on a variety of songs, echo 1 vs. echo 2, and the echo 1 was the winner on every single one. the echo 2 sounds flat and hollow, especially at lower volumes!this is the same disappointment i felt after buying a tap. i do not think amazon knows what a good speaker sounds like.everything else is as-advertised, though, so i feel like it is probably too harsh to give it a 1 star rating, but i only bought it because of the promise of improved audio (i already have an alexa device in every room)."
596,7,"she is a nice addition to our house. we chat with her daily. indispensable no, but a welcome source of information and amusement."
597,14,i think google and siri respond better  more realistic answers
598,7,i was pleasantly surprised on how much i enjoy the echo.
599,6,excellent quality and sound.
600,7,works wonderful works great with the other echo in my house
601,14,i¡¯ve been disappointed in the functionality.
602,14,"alarm settings sometimes work and sometimes not. can not set multiple alarms hours apart. needs alexa to understand if the internet session is up and running. she will state that she is connected, but it is obvious that something must be wrong when nothing happens. example: when requesting the daily brief, she will indicate ""your daily brief"" followed by no sound at all. is that an echo or internet problem? needs to allow scheduled music. limited functions (alarm / music / light control) needs to be able to work without an internet connection.sound is very good."
603,7,as expected
604,14,"while the echo has some very nice features i had to return it to amazon. the reason... it would not play google music easily and amazon music is just not up to snuff in that regard. amazon music would require me to spend $2 a month so that i can listen to my own mp3s. and, it does not appear to have the ability to favorite stations that i like nor easy to search for those stations.for this main reason i returned the product and opted for the google home system instead."
605,7,"love the sound quality , nothing to dislike"
606,7,"portable, easy to use"
607,7,great gift
608,14,ease of use after being connected. wish the local fm station came in with better clarity.
609,7,"i really like it, does more then i expected and the sound is great"
610,7,"great sound, with an immense amount  of functions. can not think of anything i did not like."
611,14,awesome
612,7,awesome
613,7,love everything about it.
614,7,easy to use and great sound.
615,7,love this product. easy to set up and very friendly. all of friends and family are surprised on how easily i can control my entire house with alexa. .
616,14,"we got this for our 98 year old mother, and after a couple of times of instruction,she now talks to her all the time.easy to set up and use, plenty loud for the hard of hearing."
617,6,excellent product and the sound quality is very good.
618,7,new for me. need to learn how to use it better but very pleased so far
619,7,"such fun. great being able to just ask for music, weather, or information. allows you to play music and pause when you need to. does so much more. i am just learning all things she/it can do. i want one in every room!"
620,14,"this device is amazing, do not understand why i waited so long to get one - very happy with it, out of the box and functioning flawlessly in minutes."
621,7,"best thing since the gps. i use it to play songs i want, to meditate, to obtain daily or weekly weather, day and time. there are many more options that i plan on using. it it is easy set up even for me. ps i can ask it to give me jeopardy questions snd to compliment me. practical and fun"
622,6,"sandstone color.device is better than gen 1, but the sandstone color needs to come with the white power cord, not black."
623,6,the echo has a better sound than the original.
624,7,great for the blind to listen to music.
625,6,the echo 2nd gen fabric edition has great sound<u+2014>i love it and would buy it again.
626,14,"i do not have this item but i am giving it a 1 star because i am deaf and this product does not benefit the deaf and hard of hearing community because it relies heavily on voice commands and such. since i can not hear or speak well enough verbally for me to use echo, it does not benefit me in any way other than having it as an expensive paper weight with flashy lights. with the advancement in technology, it amazes me that amazon would create a product that would exclude the deaf and hard of hearing community so i guess this is amazon is idea of making fun of the deaf and hard of hearing community. thanks amazon for the useless product that i will never ever get to use in my lifetime and my hearing friends and family members kept telling me that i have been missing out on a lot with this product. i appreciate it."
627,14,constantly quits playing....rebooting several times a day...this product has way too many bugs to recommend
628,14,"i love the sound. for the price, it has great value. i bought two to go along with my echo dot that controls the stereo. makes for a great surround sound without having to run more wires."
629,7,it is great. music
630,7,"i love my alexa, my family has fun with her and the fact that i can talk to family from other states with alexas is a plus."
631,14,my husband and i have had a lot of fun thinking of music from our past(and that goes back a long way}to see if we could find something that alexa did not have at her fingertips  so far we have not found many songs that could not be played in a few seconds and we have enjoyed that.
632,7,easy to use
633,0,great sound quality for a small unit. love it with the music unlimited. <f0><u+009f><u+0091><u+008d> <f0><u+009f><u+0091><u+008d>
634,14,not as good as the 1st generation in sound.  it is smaller and comes with different cover configurations - so that is a plus for those looking for those options.  i continue to use the 1st gen much more than my 2nd gen as audio output is my favored way of using the echo.
635,7,not impressed...
636,14,"bought this for my living room and an echo dot for my bedroom. loved it so much, i bought 2 more dots as christmas presents."
637,0,i love my alexa <f0><u+009f><u+0098><u+008d>
638,4,i bought it for my granddaughter and she loves it!
639,14,too difficult to set up.  had to give up trying.
640,7,love my echo
641,4,we love it!
642,7,very happy with this product
643,14,the volume is amazing compared to the dot.
644,7,i thought this would be great but i managed to get the stupidest alexa available.  she does not answer any questions.  can not find any songs.  what a waste of money.
645,7,i. love. alexa. she can do almost anything! a must during parties for music. she plays jeopardy so i¡¯m in heaven. <u+2764><u+fe0f>
646,14,"this is my first echo, so my review is not based on a comparison to the first generation.  in general, i still do not see the usefulness of the echo, google home, etc.  however, my household had a specific need for a compact speaker to play music.  the echo dot is sound quality would not have been good enough.  so at $99, this is a really good option.  as a smart speaker, it is really effective.  it is convenient to walk into the room and say ""shuffle this playlist"" or ""shuffle that album.""  the alternative is finding your phone, connecting to a bluetooth speaker, and starting playback.  i much prefer the echo for its wireless capability.  seems to get good wifi signal and has good sound quality.  i will be considering another for a different room."
647,14,my husband and i just love it!  can not belive we waited this long to get one!
648,7,"love it.  it is practical for setting timers and alarms, but it is fun to play around with also."
649,4,we love our christmas gift to each other.  works great
650,4,what an amazing product. i never tire of conversing with alexa!!!
651,7,it is absolutely amazing
652,7,we love it.  echo does even more than we expected.
653,7,works good
654,7,i like everything about this echo
655,7,"so easy to set up and use,music at my voice...."
656,7,easy to set up and works as advertised.
657,7,sounds great!!
658,4,is it any wonder americans' cannot save for retirement. more useless junk.
659,14,the sound is way better than the dot. we love it!
660,7,"i love <u+2764><u+fe0f> it!  i am amazed at it, i know there are many more ways i can use it...i just have not had time to check them out!"
661,7,i love it!  i get to choose what i want to hear.  rarely does alexa not find the music i request.  i love getting the weather without turning on the tv.
662,7,"not sure who is really listening ,,,,sounds great...but i am concerned about big brother listening..so i disconnect when not listening to it"
663,7,we like the sound and ease of listening to the songs we like. sometimes alexa can not find the songs we request.
664,7,"while alexa is very good for things like playing music, giving you current weather and such she is not so quick or helpful with answers to questions,like from a crossword puzzle."
665,14,some issues with connecting to skills. does not work all the time correctly.
666,14,"does not,t seem to to connect worth the mkindle needs more info then you get with the echo"
667,7,everything i have order has been great.
668,14,i would like to return it
669,7,love it great sound
670,7,does exactly what i need it to do. fits in great with out sonos set-up.
671,4,love it! i have wanted one for so long and im so glad that we finally have alexa in our house. she helps solve arguments and decide what for supper. makes tons of list. love it.
672,14,"i own a first generation echo purchased over a year ago (now being sold as the echo plus) which continues to impress me.  as a christmas gift i purchased a new echo for my wife to be used at home.  much to my surprise, the 2nd generation echo is a huge disappointment;  poor audio quality, tiny base, poor microphone pick-up and....surprisingly.... even the voice command logic seems to be less effective.  out of curiosity, i brought my 1st generation echo home from the office to compare side-by-side.  it would appear my suspicions were confirmed.  the 2nd gen echo is noticeably poorer quality option.  i am not an audiophile, nor a techie, but even i can notice the difference.  obviously,  amazon went cheap to lower the price-point.  if my wife has not already thrown out the box, i am intending to return it."
673,7,works great and easy to set up. now we want more!
674,7,love it.  sounds great and is fun
675,4,it is the new modern day version of a genie in a bottle. we use it everyday.
676,7,liked it so much i bought another.
677,14,awesome. excellent hearing commands. use it for talking between rooms. for music and of course for alexa info. music sounds excellent.
678,14,i am not impressed by this. i seems to understand me better than siri but she can play my downloaded music. having to use amazons stupid music unlimited means i have to be extremely specific otherwise she just guesses a song. other than that i do not see a point to buying this. all it does right now is tell me the weather.
679,4,happy happy happy
680,4,gave as a gift. they love it and play with it even
681,7,i am really happy with alexa
682,7,i love it!  just need to learn to program it better.
683,14,you can not set up this to be an intercom using a pc or a fire tablet.
684,14,"after the echo is set up no problem. it took more than half a dozen tries to complete the set-up, after that no problems or issues. if you enjoy music you will love the sound."
685,0,nice <f0><u+009f><u+0091><u+008d>
686,7,"good sound, just its set up for usa residents more so than canadians.. still functional though"
687,0,<f0><u+009f><u+0091><u+008d><f0><u+009f><u+0091><u+008d><f0><u+009f><u+0091><u+008d>
688,7,alexa is my best girl
689,7,nice sound.
690,0,love it! easy to set up and use. my family is having fun asking alexa questions and the sound quality is good enough for rockin¡¯ out while i cook <f0><u+009f><u+0091><u+00a9><u+200d><f0><u+009f><u+008d><u+00b3>
691,7,"great sound. i¡¯m very pleased, better that what i was expected."
692,14,"i think its ok to have, takes a while to get use to. lots of times it give you what you do not ask for, but i think for people who have everything linked to it, might get the best out of it."
693,4,"i bought this for a christmas gift. found out it answers questions with s very liberal agenda as in: ""who is jesus christ? answer "" jesus christ is a fictional character "". really?? get s grip! thinking about canceling amazon all together!"
694,14,love her music.  kind of stupid.  really have to lead here when asking here to think.  she would rather not commit to an answer
695,4,i bought this for my mom for christmas and she loves it more than the plates my brother got her #favoriteson
696,14,sound good but can not hear my voice command over loud music.
697,4,loved the quickness of fast selection of music for listening at different points of the day depending on my mood at the moment.
698,7,i like this much more the dot.  better speakers.
699,7,"i love alexa! she has become a part of the family!!! i almost can not live without her. i play games, get my daily weather forecast, and ask unlimited questions! she even predicted that my team the philadelphia eagles was going to win the super bowl and she was right! could not be happier! thanks, amazon!"
700,7,love the music
701,4,i love my echo so much i bought one for everyone in my family and even my parents. they love it.
702,7,i love love love my echo! always wanted one and using it has become my life haha. officially replaced my alarms and daily routines with alexa. only thing i wish the echo could do is make internet searches. anything that is somewhat opinion based she can not answer so that is a bummer but otherwise super awesome and super amazed by all the extras she can do when looking on the app!
703,4,amazing! i brought it for my mom as a birthday gift and she absolutely loves it.
704,6,great sound recognition and quality of speaker.  there are many options that i have not selected due to cyber security concerns.  love amazon music option!
705,14,the echo is an ingenious item to have!!! i love this thing! i use it most for music and to use the drop in feature to connect to my echo dot in my husbands man cave. saves me a walk. the speaker is loud and clear and i love i can control the volume by voice. it is small and fits anywhere.
706,7,really does what it says it does.
707,14,audio is no where near as good as the first gen echo. huge step back.
708,14,love it
709,7,"well i can not say that there is anything i really thoroughly enjoy about echo, i have used a competitor is product in the past through my phone app whose second name is assistant and is by far incredibly more intelligent and able to provide quick information without me having to repeat myself too many times. what i do like about it is it is hooked up to my music on my account so so far it is been a really good stereo"
710,14,absolutely worthless to me. i thought that it would be a fun and useful tool to have but it was a total waste of 100 bucks. my phone and watch tell me the time and temp and my remote can change channels faster and easier. this will not even find the channel guide on dish. it can not turn my tv off and on even though it is a smart tv hooked to the internet too. i do not have smart lights or thermostats and if i am gone and there is a power outage who will reconnect the units?? so i wasted money buying alexa it serves me little.
711,14,so far it is okay. it will not sync my music from my iphone for some reason which is annoying but i¡¯m sure it¡¯ll still be a good purchase
712,7,love it
713,14,i have 7 different echo products i have the 1st and 2nd generation echo. like the sound quality of the first generatiounbetter. the 2nd gen. is much cheaper. well worth the money .love my echos
714,7,i love it
715,7,"enjoying the question of the day ! also news. there is alot i can not get alexa to do ,not on prime but only get social security very limited on funds.would love for her to play some music."
716,14,going to buy more of these throughout my home.  speaker sounds great and microphones work from a great distance away
717,7,such a nice color and the sound is awesome!
718,4,i got this for my son for christmas and he absolutely loves it! works perfectly and quick shipping as well.
719,14,this new version sound quality is poor. it also has issues with hearing voice commands...
720,7,love this
721,7,love it love it love it!!!!!!
722,14,best device ever. like having your own personal assistant. i immediately bought the philips hue bulbs and can turn them on/off change color/ambiance. definitely recommend this product.
723,7,cant live with out it
724,14,great product
725,7,sound is great. i am really happy with it.
726,7,works pretty well.  it takes a little while to learn how to speak alexa so that she will understand exactly what you are asking.
727,6,definitely nicer sound.  more compact and the appearance fits in nicer with the family room.  i really like it.
728,14,"really enjoying the echo.  get accurate weather reports upon request.  no longer waiting for weather channel updates.  also, enjoy the music choices from country to pop.  can hear an entire album or the top choices in a music genre.  jokes are corny--perfect for a 7-year-old granddaughter to take to school.  love using the any-do app for grocery shopping."
729,14,i know nothing about this 2 3rd gen . i may have a beta version  but it is still going strong. i do not have the best quality internet where i live but i can still enjoy great sound i music and games.. mu friends are still impressed with  alexa.
730,7,love the music
731,7,we love our new echo especially to access the variety of music available through amazon music but still trying to figure out what words to use to get what we want from alexa.
732,6,the sound quality is great!!
733,7,i like it a lot.
734,6,quality of sound and many choices of various music amazon  offers. beautifully made.
735,4,love it!  wonderful for a quick question as well as a barrage of quick questions with fiends for entertainment.
736,7,christmas gift for my husband . its set up and ready to go. can not wait to see the look on his face.
737,7,i honestly really like my alexa echo.  she is especially helpful if she is connected to spotify.  it is really fun to ask her random questions and she can just answer them! the only annoying thing is that i can not figure out how to ask her how to set an alarm with a different ringtone.  the set ringtone is pretty annoying :(
738,7,"i am still learning about this device, but so far i love it. sounds quality is decent. there are a lot of skills available."
739,7,the sound is amazing. still learning all the things it can do
740,7,sound could be better for music
741,7,great product we love it!!!
742,7,i love it!!!!!
743,7,love this.
744,14,bought additional items to control lights and outlets. works great! the sound is incredible and we even got a thermostat you can control from your phone
745,7,have really enjoy alexa the modt
746,14,"it is hard to find anything bad about the echo.  since getting one i have connected my lamps/lights with smarthome and also my nest thermostat.  there is nothing better than adjusting the heat/ac from your bed - what is worse than waking up freezing in the middle of the night and having to walk to the thermostat?! ""alexa, turn the temperature up 5 degrees""...done, love it.  you can pretty much control everything through the echo.  for music, it works best with amazon music - however you can still sync pandora, siriusxm, etc.  it is $3.99/month for amazon music, which is well worth it - the library is extremely extensive; i was even able to find songs by non-mainstream local artists i would have never thought they would have in amazon music.  for the price of the echo, it is worth every penny.  i plan to get echos as gifts for family and friends; everyone who is come to my home and tried it thinks it is so cool.  alexa is my girl!"
747,7,i love my echo! it truly does make my life easier. it keeps me informed as well as entertained. i am excited to learn more about my echo and see what all it has to offer!
748,7,it has a very good sound when playing music
749,14,have two echos and love them! great if you have prime because you can listen to music along with the many other functions!
750,7,great device.  am exploring ways it can help around the house.  hoping it can help my wife with her memory problems so am looking at what the capabilities are.
751,7,still getting to know it.  satisfied so far
752,14,"the sound is so-so when playing music. otherwise, the echo is used in our home, more or less, as a toy. it is handy for a weather report, but that is about it for ""practical"" functions for us. it has trouble connecting to the fire stick and has successfully only once in multiple attempts. i think it worked after a fire stick ""reset, but  only that one time."
753,6,very usefu
754,7,i love my echo.  we use it all the time.
755,14,"felt like it was spying on us!! would say ""hello"" randomly without saying ""alexa"" and even applauded out of nowhere. i liked the convience factor but overall my privacy wins! i do not recommend unless you like being spied on."
756,7,major sound difference we are loving it!
757,14,"if you have children or kids visiting and you¡¯re old, you need this!! i love that it reads my books online to me also. what fun it has been to dance with my great niece (20 months) to polka music, ricky martin and twinkle twinkle little star!!"
758,7,"still learning all the echo can do.  only weakness is that it has a learning curve for many of the requests.  also, speaker quality, while good, could certainly be better.  think bose or jbl..."
759,7,i like its knowledge but does not have all the songs that i want to hear.
760,4,"holy crap, i love this thing."
761,7,love the music and that i can order by talking to her.  there is nothing i do not like about it yet <f0><u+009f><u+00a4><u+0097>
762,14,"sounds great,  did have to sign up for music tunes at $3.50 per month, but can get almost anything wanted to play now.  very versatile."
763,4,wonderful item  have three and will buysome more  for the family who are delighted with it
764,7,great for kids!!!
765,14,"it does what is says it will do and i am sure more, i am excited to see what they will come out with next"
766,7,alexa stuck with her convictions that the philadelphia eagles would win the superbowl.
767,7,family loves it.  i¡¯m not a tech person but echo was very easy to setup and use.
768,6,sound is a lot fuller than the first generation.  good job amazon!
769,14,"trying to get it to play podcasts (via stitcher) with non-dictionary names  e.g. ""petapixel..."", ""canadaland"" is a complete fail. worse, it will play what it thinks you asked for, which is off-base 100% of the time. further, i bought mine via amazon.ca as i am in canada. despite my having a neutral accent, i decided to do the voice-training. nope. that option is not available here in canada. this thing still needs a lot of work."
770,7,echo works great and is very interactive!
771,4,my family loves this product. my kid enjoys the jokes and my wife love to play music while cleaning or cooking.
772,7,"love my new echo, works great"
773,14,perfect .
774,14,great!!!!
775,14,love the look. do not like that i can not just reach over and turn the top for volume. i know i can tell her what volume number but enjoy the turn of the top on first generation.
776,4,daughter loves it
777,7,what i expected
778,7,not a gadget person but enjoy using alexa.
779,4,alexa is magnificent!!!
780,14,"love love love the echo! i have the dot and in comparison, the echo outshines the dot! the speaker quality on this device is very good. we are constantly listening to music and it fills our entire flat with music<u+200b>."
781,7,love it!
782,7,still exploring all the possibilities
783,14,"this is my first echo, well i did have the echo dot. this unit is absolutely awesome. the sound quality is amazing. with amazon prime searching for any song is efferetless. getting your calender, reminders weather ect is easier than reaching for my phone. very happy with my purchase."
784,4,it was a gift
785,7,it is awesome.  my entire family loves it.
786,6,"great! love the convinience, great sound"
787,14,"i¡¯ve had my  echo 2 for about a week now and pretty much concluded that i¡¯m going to return it, it is minor advantage of better sound is not enough for me to recommend it.there are several reasons for this.  first, i already own an echo dot and i find it better serves me than the echo 2.  the echo 2 does have better sound but for me this is unemportant since i mostly use the dot for podcasts and news where sound quality is not a factor, if i am going to listen to music i just turn on a spare sound bar in my living room and the dot connects and i have better sound quality than the echo 2, the two devices otherwise share exactly the same functionally.in the final score, all things considered, the echo dot is the superior device, at half the price. here is why:1. the dot is half the price2. about 1/4 the size3. performs exactly the same as the echo 24. uses micro usb cable & extensions for power5. can use any usb charger => 500 ma output6. can run off any usb 2000 mh+ battery that charges phones and tablets ($15 - $25.00)7. plugged into a battery it can run all day on battery alone, no hunting for a socket8. the dot is portable, the echo 2  ->  slaved to its proprietary power supply, is not.let me be honest.  from the second i saw that ugly wall wart and proprietary cable connector i hated the echo 2, i knew immediately, before turning it on that i was going to hate it because wall sockets are at a premium in my house.  worse, the sockets are almost always fully occupied, buried behind furniture and such.  early this year i changed most of the outlets in my house to ones that have usb sockets as well so i did not need to have extensions, socket adapters and so on, a ten foot after market usb extension cable can be had here for $5.00 at the local ¡°five below¡± store.none of this works for the echo 2.  with its clunky wall wart and a proprietary connector it is slaved to only the included power cord.  can not use it outside, can not use it anywhere without an outlet.had i been aware of this failing of the echo 2 i would not have ordered it, the far smaller, cheaper and much more flexible echo dot is simply a better choice. if i want to use it somewhere that has no wall socket i just plug it into one of my 8000 mh batteries, works for hours."
788,6,this was easily the best christmas present the speaker quality on the amazon echo 2nd generation is superb.
789,14,echo 2 generation is amazing and my 3 year old daughter love it! great speakers and great skills app
790,6,"immediate reaction, ease of use, and the great sound. merry birthday"
791,14,"i love my echo, and i have had a 1st generation for awhile. i just got a few of the gen 2s, and i am going back and forth between 3 and 4 stars. the gen 2s as a product are not as good as the gen 1. some features are cool, like the outer shells, and how you can change them out. the sound is the issue, which is in a lot of the previous reviews. it sounds like the echo is in a cave, or under water. i wish the sound of the gen 2s at the very least, has the same sound quality of the gen 1s. the multi-room function is great,  but it is only half way there. you have to put echo is into groups in order for them to play the same feed, however you can only put an echo into one group at a time. then multi-room only works for certain skills, but not for routines or news flashes. i like these, and i probably will not return them. however, they still have a bit to go."
792,7,"love my alexa i wish she would know a little more, especially traffic info. one thing mine keeps on playing a little depressive music"
793,14,"i was skeptical at first but asked for the smaller echo for christmas. after setting it up and finding all it could do, i moved that one to the bedroom and ordered this for the main living area. they are much more useful on a day to day basis than i had ever imagined. especially like being able to do voice control for home automation devices. also nice to wakeup and ask alexa for the weather and what is on my calendar for the day!"
794,7,love listening my music and getting the weather!
795,7,absolutely love it!  we have so much fun cleaning to music!!
796,7,best gift yet.
797,14,"so much better than my dots in ability to hear me, and sound output quality."
798,14,"i have a defective echo dot, i have only had it since christmas.  i still have that dot!  i have talked to support twice now and the issue is not resolved and is on going.  i have wasted hours of my time on the phone to no use.  i have more than one echo device and this is the only one not working.  it has been reset twice and all the trouble shooting has been done but i still can not manage to contact someone with the power to exchange it.  the support is terrible.  even though i could follow what the rep was saying i do not think he could follow me.  either he was not well enough versed in the technology involved and the scripts did not allow him to keep up or he choose not to listen to me.  6 times i was put on hold while he consulted someone over simple questions."
799,6,alexa is fine but was not crazy about the grey fabric.  would have preferred black or wood tone.
800,14,just received my 2nd generation echo is and not at all happy with the sound quality compared to the 1st generation.  we have 3 1st generation echo is and 5 dot is throughout the house and love them.  just unboxed the 2nd generation and immediately you can tell the clarity and depth of sound is just not there.  i will definitely be keeping my 1st gen is and returning these.
