,cluster,review
21607,0,"is it my voice? alexa does not answer very many questions. ¡°i have no opinion on that.¡± ¡°sorry, but i do not know to answer that.¡± it does keep time and reminds you to do something in x minutes/hours. she did find a jackson browne song - once.it keeps glowing green/yellow rings out of the top all-by itself. maybe she is lonley or is talking to my fire stick?"
21608,14,"have not figured it completely out. paying for music $9.99 per month or $7.99 per month with prime is ridiculous. cannot play my own music from my pc on it. at this point it seems a waste of money. amazon should make a better effort to a better utilization, better instructions, and have free apps to use with it. at this point i am a bit unhappy with the device. i had expected more of it."
21609,14,"i did not have a bluetooth speaker so that feature is useful . my grandkids like the novelty of it . it sometimes is handy to answer a trivia question . what i do not like about it is that it takes over the volume control of my kindle and is constantly telling me it is now connected to my kindle . it even will start playing sound through the echo is speaker when i have headphones connected in the output jack , when obviously i do not want to disturb other people in the room ."
21610,14,"call me old fashion but i was a bit sceptical at first because of privacy but after realizing having a smart phone, smart tv, a car with electronics, this is no different. this is a really handy tool and saves a ton of time. i also think the sound is great! it has plenty of bass.  i have an echo dot in other rooms of my home and have them all connected together. now i have music all around the house. this would be really good for people who have a hard time moving around. it can control lights, play music, you can shop, do anything pretty much that has bluetooth."
21611,14,"looks like i am not alone--amazon, you have got another disappointed customer. i purchased this to replace my dot + bluetooth speaker setup in my bedroom, but the sound quality falls way short of even my cheapo $20 amazon basics bluetooth speaker. this unit gets loud, but even for this non-audiophile, the sound does not have any range. can not believe dolby would put their name on this. it would be excellent if something can be done with a software upgrade...perhaps give us access to the equalizer?"
21612,14,"so my friend had the echo tap for a while and told me about these new 2nd generation echo is that are coming out. i already loved the concept of an echo, but wanted one that sounded a bit better. i gotta say. i love my echo. i was fortunate enough to buy it for $79.99 while on sale. the design is cool, and shorter than the original echo but a bit wider. the sound is pretty good, it does lack a bit of bass, but the speakers are loud and clear. i only use it in my room, but i move it to the living room when my friends come over and it sounds awesome as well. if the speakers are really an issue, just pick up an echo dot. problem solved. over-all, for $80 it is totally worth it. why spend $40 - $60 on a bluetooth speaker when you can just get an echo?"
21613,14,"wow! what a bloody improvement (sound wise) over the 1st generation echo. i am seriously thinking of buying another one of these to replace my first generation echo. if you have been holding out on buying one of these, well do not wait any longer, the 2nd generation sounds amazing. i listen to a ton of british ska 1st generation stuff (madness, the specials, etc), everything after is just garbage and also a lot of big band stuff as well as frank sinatra. it makes earlier recordings (when sinatra sang for tommy dorsey) sound amazing."
21614,14,i only had the echo dots before so i cannot compare to the 1st generation of this product but i love this product.  the sound is amazing.  i like making phone calls using the call feature.  the price is right.similar products are sold by other cellular providers for much more and does much less.i am considering a 2nd one for my upstairs.
21615,14,"i enjoyed the echo very much for about 4 hours, where now it turns on every once in awhile, will not reply, and can not play a song without hitching out. i was so excited to get this on release day just to be super dissapointed. and amazon has had me on hold for about an hour just to order a replacement."
21616,14,"the sound is noticeably superior to the 1st-gen echo. great bass. we miss the volume knob, but we will adapt as i did with our dots. we like the new design otherwise. so far, our only problem is a popping sound (like unplugging a live mic) that happens when we start & end calls to other devices. at $80, though, it is a great value. will get more."
21617,0,"we love echo and  alexa...she is the smart kid we never had....not only does she answer everything we ask, but she can even be kinda of a smart ass....we no longer can  live without echo"
21618,14,"this is my 3rd echo, and first 2nd gen. love the product, and the new echo is a clear improvement over the 1st gen, with improved sound and better bass. still room for improvement with alexa as an assistant though, since she is still very hit or miss on the questions she can answer, but really shines as a voice control for smart home products (lights, plugs, etc.)"
21619,14,"it really a very over rated product. i have all three of these, the dot, the mid size an the large echo.the bottom line is if you are looking for great sound this is not the product. i will remain a bose lover!the extra gimmicks in this product are simply not enough to move me away from the love of good musicwith great sound."
21620,0,"was expecting it to have a a great speaker so we could use it to play music. it is a better speak than the dot but not by much. definitely not worth the extra money.it is a little weird that in the beginning it has to ""learn"" stuff in order to answer your questions. most of the time it answers a completely different question than what you asked. we bought 2 so we could also use it as an intercom but they do not recognize each other."
21621,11,i like the size and look of the new echo 2nd generation but not the sound quality.  the highs and mid-range are adequate but the bass is tinny and has an annoying vibrating buzz.  i did see some reviews that said the device needed updated firmware but my version 592452720 seems to be the latest.  i am very disappointed in the sound quality of the bass and am considering returning it.
21622,10,still learning how to use. love the music quality. love the fun song amazon music has. plus is the list i can create! i always have my shipping list bc i always have my phone
21623,14,"alexa setup seems so simple; however, have not been able to set it up after many tries today.  i am a tech person and set things like this up all the time.  i am confident that i am following the steps appropriately. i am assuming that the amazon website is flooded with people trying to set up alexa / echos.  very disappointed to not be able to use this christmas gift on christmas day.  if it does not work tomorrow, i will be sending it back."
21624,14,"we have had many issues with the 2nd generation that we do not have with our other echo dots both 1st and 2nd gen.  we may even send it back, we have until jan 31, but have not decided.  i do not think the sound is any better in 1st gen, do like the smaller size.  but it has some issues that none of the other echo is have in the house and we have 6."
21625,9,"i love this echo! i was skeptical on buying it because of some reviews saying she was not as loud or the sound quality was not the greatest. but i think it sounds amazing, she runs great i can talk to her from far distances. i love it so glad i went with this one!"
21626,14,"i put off getting an echo for a couple of years, and now i regret waiting so long. i use it every morning for an alarm, although i wish i could have music playing instead of the preset noises (spotify music will play if you have a paid spotify membership). the echo works great with the firestick - just tell alexa to pause and play whatever you¡¯re watching. the speaker quality is great, and i love that alexa will pick and choose what playlists it thinks you will like."
21627,11,"the 2nd gen definitely has better sound then the first generation and looks nicer with the fabric exterior. i now have 2 echos and 2 dots, so that i can stream music throughout the house, the dots are in rooms that i play the music softly in the back ground, the echos are in rooms that i want better sound, i am hooked"
21628,14,"great interacting with alexa, getting smarter to my personal likes. i read reviews from different people concerned with the security issues with neighbors pairing with the bluetooth. from what i read your echo device can only paid with one device at a time so when i am home i just pair my echo with my tablet or cell phone to keep anyone else from connecting."
21629,14,"bought two of them a few weeks back . . . about the only thing i can get them to do is tell the time.  i purchased a hue light kit and a couple of t-p link plugs.  i have programmed the lights, but as soon as i try to use the plugs, i lose the hue lights.  also, contrary to the amazon advertising, the sound is not that great . . ."
21630,14,"i¡¯m still debating whether i want to return this echo or not. i¡¯m not fully satisfied with the sound even after the update. when i listen to some songs that have a lot of bass in it, the song starts sounding really choppy and it sounds like the speaker is about to blow out. i thought the first generation sounded much better."
21631,10,excellent sound use the drop in as an intercom from shop to house as lon as you have 2 devices. easy to set up and use.  has many add in and always adding more a must have.
21632,14,"my wife would always ask me what time it was, what the weather was going to be like...  i never thought having a voice controlled device in the home would be all that effective. after having alexa for a while, now i want to buy smart devices for everything in the home. its just so nice to tell her to do something."
21633,14,we have way to many apple and amazon devices.. hate you both for making us spend this much.. alexa and siri has become our new kids now that ours are grown and out.
21634,1,in love. the speakers are amazing!
21635,14,"what a mess.  volume was out of whack (terrible synthesis), found out it was a firmware issue.  amazon supposedly provided an update, but i did not notice a difference.  very difficult to sync music apps and anything not amazon-affiliated. ultimately returned product. hoping to purchase again when in better shape..."
21636,14,"the sound is not what i expected it to be. the bass is non existent and the high ends are muddy and flat. there is no adjustable sound settings, so what you see is what you get. i¡¯m just not impressed. it is too big to be compact, it is too small to fill the room with sound. i will likely return it and just get a echo dot."
21637,14,"come on, amazon. at least you could have kept a usb-based adapter like echo dot so we could color match our devices.  also no multi-room on spotify. how disappointing."
21638,14,"i love this echo! as soon as i got it out of the box and set up i could tell an immediate difference to the audio. it is vastly improved! do not get me wrong, i still love my original echo and my tap, this however, is the best sounding device yet. i am not an audiophile, so i am sure there are other speakers out there that sound better, however, to an end user, this is a delightful speaker for entertainment, not to mention all of alexa is other features! <f0><u+009f><u+0098><u+0084>"
21639,14,i asked me kids for a portable bluetooth speaker for christmas.  they got me an echo.sound quality ranks up with a $12 childs toy.  very disappointed.  other functionality mightbe good but i was interested in sound quality.  poor
21640,14,"i do not see what this brings to the table that my android phone/windows 10 pc do not already do, but better.  to be honest, i do not think it is worth having plugged in since there is also the added security/snooping factor that amazon does not admit to doing, but does not deny.  waste of money all around.  i do not suggest purchasing this item."
21641,14,"will not work in canada. or should i say, it will work in canada, but so limited. no reason why amazon can not turn this on, they would make a fortune in canada."
21642,14,bought additional items to control lights and outlets. works great! the sound is incredible and we even got a thermostat you can control from your phone
21643,14,"they seem to pick up sound from way too far away (preempting an echo that is actually closer to the person speaking) some of the time, but they work as a simple echo device.  multi-echo multi-room audio grouping does not work yet on all wifi networks reliabily (nov 2017).. so do not buy these for that."
21644,1,outstanding product!!!
21645,14,"i bought his thinking it would be good to have around since i am alone and disabled, wrong! i can not even get the thing connected and forget any chat on amazon, they are on a permanent coffee brake evidently, no reply at all, no wonder these are getting a bad review! no support, it is going back!"
21646,14,stopped playing my favorite radio station.  the team is not taking care of the issue.  yet the original alexa and the dot had both been playing it just fine.  two days into this unit and i have lost my favorite radio station unless i listen to it on google!  i wasted $49 and lost a radio station.
21647,14,"bought 3 of these, the kids enjoy the drop in feature.  who knew that talking to someone in the same house could be made more fun by making them be in a different room? amazon knew.  the smart home features are nice. not having to get up out of bed to turn the lamp off from across the room makes me glad i ate that double quarter pounder and opted for the biggie size."
21648,11,"i have the 1st-gen echo and bought the 2nd-gen echo for my mother in law for christmas. the sound quality is good but not as good as the first-gen echo. i am not disappointed because the 2nd-gen is at a lower price point. if sound quality is important to you, i would recommend the echo plus."
21649,0,"the speakers are awesome - love that it cues into my online stations and my personal music.  it picks up when i talk to it immediately.  having to add different apps for alexa to connect to in order to answer questions or get information is ok i wish there was a bigger amount of predownloaded ones.  also i was hoping it would be portable, but not a big dea."
21650,9,we had a echo 1 and wanted to use the old one in the kitchen. i had to learn how to connect both of them to play music in the living  room and the kitchen at the same time. really love it.
21651,14,"1) alexa voice recognition and processing ability is not impressive thus far...hope it gets better.2) when intercom¡¯ing between rooms- expect to have to turn volume way up and/or talk very loudly.  this was one of the features i had really looked forward to.3) if you¡¯re setting up more than one alexa product, be sure to only do one at a time. otherwise expect a lot of confusion over the identites of each unit.  wasted a lot of time setting up due to this.4) one of my echos took nearly 8-10 attempts to try and set up.  when unit finally did connect- i was left unsure as to what the problem was the first 8-10 times.update: driving home i attempted to drop in on both of my sons.  i tried 3 times and each time had such a bad connection that i could not make out even 25% of what they were saying. this is while driving thru areas where my phone had 3-4 bars and no less than 2.i¡¯m starting to conclude that the echo (and echo dot) are two products that are not really ready for the market.  if you buy them, consider your money spent as a donation to amazon to help them build an echo device that might work well.more thoughts:  nearly everything i use alexa for takes too much time to occur.  actions should be much quicker.  dropping in with intercom is a perfect example.  i¡¯m a busy man.  when i want to drop in and talk to my kids- i need it to be like a second or two.  you can forget that.  if you¡¯re imagining quick action...do not.another update: finally had a chance to test alexa is ability to recognize my voice over background music.  with music playing on the other side of the house, and with me speaking at regular volume at the doorway of two bedrooms with an alexa- both struggled to recognize my voice thru the music.  recognized my voice maybe 1 out of 3 times.  i literally have zero idea where these positive reviews are coming from.  a lot of people must have very low expectations."
21652,11,"wow. this thing definitely picks up my voice muchhh better from across the room vs my gen 1 echo. it is night and day. before when music was playing on, say, level 7 my echo would never hear my commands unless i literally screamed! now this one heard me perfectly from across the room even when playing loud music. good job amazon. now you are equal to the google home unit."
21653,14,"i bought this not only for the novelty but to also have a speaker in the house to play music. i must say, the sound quality is impressive when you consider the price and size. i play my spotify in the house and the speaker is loud enough to hear clearly throughout the main areas of my house. my only complaint is that my kids are obsessed with it and keep asking alexa stupid things. wish there was a way i could mute alexa from the app and not physically hitting the button. or maybe having alexa ignore certain voices. it should have the capability since you can have alexa learn your voice to customize your routine"
21654,14,i preordered this unit and received it the day it came out.  this is my third echo and i am very unsatisfied.  the sound quality when listening to music is terrible.  i have absolutely no problems with the two first generation echo is. only this new one. if the sound quality was not so crappy i would give it 5 stars like my first generation models
21655,14,"the audio is actually a significant downgrade.  it is fine as an alexa device but i would definitely not purchase this for music.update - amazon emailed the following: ""... letting you know that i was going to email you the fix for your sound quality issue. we have put out a software update that will vastly improve the quality.""i ran the update.  i can tell they may have bumped the bass up a little, but overall it did not fix the fact that this device is pretty awful for music."
21656,14,"i can not get this to work.  it denies my amazon password and when i try to connect to the wifi amazon suggests, i get security alerts out the ass.  i would throw i against the wall if i did not have to repackage it and return it to amazon.  i am so freaking frustrated.  two hours of ""set up"" and i got nowhere."
21657,0,"i love my echo! but, sometimes it glitches and it will not listen to my request. unless you do not mind spending the money, i would not suggest to buy it. only buy it if you do not mind spending the money. overall, satisfied but i get very annoyed with it when i have to repeat myself 5 times and still decides to turn on my spotify when i am trying to open a skill. my main use for it is alarms and music. just because i hate dealing with the glitching."
21658,14,"i bought this for my daughter for christmas and it does not work. it will not stay on wifi anywhere.  this is the 2nd alexa that we have purchased.  the first is the full sized alexa.  we had to send that one out to be serviced after the first month.  instead of a new one, we were sent a refurbished device.  why, when i paid for a new one was not i sent another new one?  now it looks like i can not return this one because it is after the return date.  so i guess they come with a 2 month warranty, after that they are a paperweight.  apple just launched theirs, so i will most likely replace these with the apple one."
21659,14,"i like the echo, but it has a huge feature missing that is critical for parents. it has no parental control features. so kids have unfettered access to any explicit song or detail on the internet they want. as a parent i¡¯m extremely disappointed that amazon has not taken the time to include parental controls. i have those type of controls on my ps4, my pc, my iphones/ipad, etc. but not on the latest and greatest ai...sad."
21660,14,i have an el i used to talk with since my voice box was taken out. it works but just not like t is supposed to. can not use it unless i push the button on top. so hands free and from across the room or so to use it. so far no good. it does work great when it recgognizes my electronic voice and not a normal voice. over all great. just needs to understand handicapped people like me.
21661,14,"very let down with the build quality of the amazon echo 2nd gen! lot of popping and crackling out of the box. wish i could have returned it,however had a funeral out of state to go to and couldnt get it back in time. my echo dots i love but this was a waste of $ :-("
21662,14,followed echo ap instructions multiple times. all efforts to install / setup fail. i previously acquired and installed the echo dot which setup and functioned as advertised but the echo (2g) will not respond to the app instructions. i think the app is poorly written and lacks concise instructions. now i go to the amazon echo product support and it is non responsive to my requests for chat or phone.  very frustrating.
21663,11,ordered gray got the black...cost a star...dont like volume buttons on top liked the dial on the generation one echo...great sound
21664,11,looks great and i like how you can change shells. i bought this stand  from santol creations here on amazon. it is perfect for what i need
21665,14,"i just received my echo (2nd generation) today. the set up was easy. the sound quality is horrible. if the sound is supposed to be improved, i hate to think of what it was before. there was an upgrade since i set it up. it did nothing to improve the sound. i am considering returning it."
21666,14,"i love the echo and have no complaints. he speaker is super loud and it recognizes your voice incredibly well. the ease of use is also very incredibly. but i usually only use mine as a bluetooth speaker. in my opinion it is not worth it. however, if you are someone with a ¡°smart home¡± or electronic devices such as lights and other things that can be controlled by the echo, then that is a whole different story"
21667,14,"entertaining toy, decent speaker,  connects with kindle fire tablet so you can select your music to play, fun to play jeopardy every day, must keep plugged in to use so not easily mobile around the house. took multiple tries to set up and connect to home wifi network."
21668,14,"this thing has proven to be not worth it at all. alexa does not recognize or can not operate at least 75 percent of the functions i ask her to. and a majority of what i ask her to do is play songs that i have in my amazon music library. so needless to say, this cia spy tool is sitting on my end table, unplugged and collecting dust."
21669,14,"with a subscription you can get a wide range of music and it is easy to use. however, at this level of technology it responds like an elderly, intellectually challenged person who is hard of hearing."
21670,14,"it will not install to connect to my wireless modem with password.  tried it from desktop and also cell phone.  when i called amazon support i get those folks in india where it sounds like a war room in the background and person spends more time saying he is sorry than fixing the problem.  i asked for an american support person and was told there was not any.  i am discussed with this echo 2nd generation.  i have an echo 1st generation and it works fine.  i suspect the issue is understanding the software to properly install it, rather than a failure of the product."
21671,14,"minor problems during the initial setup (it took two attempts to get connected to wifi, and at some point it has stopped recognizing wakeup word ""echo"", so i have changed it back to ""alexa""), other than that this is a great device. meets expectations for sound quality and skills. looks good. i use it a lot, plan to buy one more."
21672,14,"if you enjoy googling every single echo issue there is to make these things work...this is the product for you! i¡¯d recommend just waiting until apple gets there ¡®smart home¡¯ stuff up and running.i will say not bad blue tooth speakers, but you can get better sounding ones for a better price."
21673,14,i think i got a dud. my echo does not respond to voice commands well. i have to yell almost every time for speak very slowly for it to recognize me. my amazon dots are way better at recognizing. if i still had the box i would exchange this if i could.
21674,0,"very hard to use the echo. the sound is nice and so is the look, but it fails to offer as much as the google home does. unlike the google home, the echo will not play music for you unless you have spotify premium, amazon music, or etc. while the home offers music stations even without spending the money to get premium music accounts. alexa is voice also is not very clear and does not comprehend my voice well."
21675,11,"underwhelming sound, even after all the updates. i would not recommend if you¡¯re looking to use this as an everyday music player and expecting room filling sound. i had high expections for this product, so that may be affecting my perception. it is a decent deal for $100 if you factor in the features, but falls way short on sound quality."
21676,14,"i love my amazon echos and fire sticks, but i will be throwing this all away if you put ads on echo devices."
21677,14,"i¡¯ve had this and a dot for over two months now and all they have become are paperweights. i still, even after using the faq is and emailing for support, can not get them to connect up in my home.  due to this inability to connect, i can not control any of my insteon home automation adjuncts, nor my sonos system which were my major reasons for purchasing said items. i know others have been able to make them work, kudos for them! i however have had a very bad experience with them.  several of my friends and family have them and i think they¡¯re pretty cool when they work, i just do not have anything positive to say at this point."
21678,14,"i need to play around with my echo more to find out and figure all the features it has. however, i also bought an alexa. it would have been nice to know that the echo seems to work better with android phones and the alexa seems to work better with apple phones. i hope that helps. the speaker seems to be great."
21679,10,have had the echo for a week or so. enjoying the convenience of ordering items on amazon by just asking. alexa is a super convenient timer for cooking and music as well.  look forward to expanding her capabilities by getting smart plugs.
21680,14,"ordered this so that i could play music.  unfortunately, every other piece of music is cut off in the middle.  then it starts about 20 seconds later with something else.  not at all happy that i spent nearly $100 on this and have not yet decided if i want to return it."
21681,14,"so far good, wish commands were better connecting to fire stick. also music selection is not the best yet,"
21682,0,"i have to say that it met my expectations. it still needs to be improved, but im not disapointed. so far this is a great product. hopefully the price will start to come down a little so that more people can get it. however i would not recomend it to someone whos not so technical."
21683,14,"not happy as i was led to believe the sound was improved. i bought this thinking it would sound better then my first generation echo. i am actually disappointed, maybe its because it is in a shorter tube!!!!i have three alexa devices, my set up i have this 2nd gen echo in the den my 1st generation echo in the living room and the i have a 2nd generation dot in the bedroom paired with a jbl charge 2 portable bluetooth speaker. i am very annoyed that when i play the three as a everywhere group it drop is the pairing with my jbl so what is up with that.so what i was hoping for was the same song playing all over the house i am ready to send this 2nd gen echo back.."
21684,11,"compared to my 1st gen echo, i like the smaller size and sound quality better on the 2nd gen.  however, i really miss the volume control of the previous generation. it is much harder to find the volume buttons in the dark compared to the ring."
21685,14,"as an owner of a 1st generation echo and now multiple 2nd generations i will say i¡¯m not disappointed. i waited several days before purchasing new echo and was a little skeptical because of all the bad reviews, but i  am very  satisfied with the new echo. in the way of sound the only difference is notice is that the 1st  generation is slightly louder at the same volume. hopefully this is something amazon can also fix. the far field microphones on the new echo are also greatly improved often the new echo will respond even if i am closer to the older one without delay."
21686,14,this little units pack a punch.  the sound is terrific for something this small.  i have a type of amazon echo in practically every room in the house including the bathrooms. i am getting spoiled and i miss my amazon echo when i am travelling.
21687,14,"it took me quite some time to set this up, as the amazon alexa app on my samsung galaxy s7 could not connect to the echo for setup.  i tried all the procedures amazon support suggests to get it set up, to no avail.  finally i went to https://alexa.amazon.com on my laptop, and was able to do the setup, including connecting to my wifi.  the echo subsequently downloaded and installed an update, and then my amazon alexa app now works!  prior to this update, the alexa app on my phone would just get stuck when i gave it my amazon credentials."
21688,10,"got one for myself, and i love it! sent this one to my brother is birthday, and he lives his! this is a wonderful gadget. you can say, ""play the eagles,"" and alexa plays a playlist of their tunes. we love getting weather reports, too. we have just scratched the surface!"
21689,11,"very disappointed in the sound quality. not nearly as good as my first echo! was not an upgrade, it sounds like a cheap bluetooth speaker."
21690,11,"very disappointed in the sound quality. not nearly as good as my first echo! was not an upgrade, it sounds like a cheap bluetooth speaker."
21691,14,"the reduced size is nice for my desktop, but the volume ring not being there drove me a little nuts!  sounds good, setup is easy as ever, and alexa continues to rock on, but if you love your volume ring ,, you have to order the hub version."
21692,14,"received this device today and i have been trying for 3 hours now to try and get it set up and it will not connect to the internet. tried everything, watched videos, rest it and still can not get it to connect. hoping tech support can help me out."
21693,14,i bought three.  i gave two away.  both people returned them to me and said they were too difficult to set up.  i tried mine and it was a struggle too.  eventually i succeeded and have it up and running.  it is satisfactory.  i guess it has a purpose....mostly to sell products from amazon...they should have given them away free......
21694,14,"sound sometimes excellent, sometimes quite poor, e g. joan baez recording. hate the fact that it only plays one movement of classical chamber music pieces such as string quartets. alexa also misinterprets many of the spoken requests, coming up with annoying irrelevant stuff. is there a way of getting more than one movement, playing the whole piece? also very annoying: the system will often play not the piece asked for from a composer, say beethoven, but a different piece by him. some remarkably good things too: e g ancient marlene dietrich songs in german!"
21695,14,"received the echo, but absolutely no instructions were included nor was the remote included.  no luck in trying to get amazon to reply, so using this method.  have the book, amazon echo master,, but it refers to directions not inlcuded in the shipment.  very frustrated!  useless without the instructions and remote."
21696,14,"this is ok. i set it up, but then you have to buy music for it and does not just have a play list like the google home.  i returned this product."
21697,14,"i was very excited to add the echo to my home however, i was pretty disappointed it in alexis limitations. this unit does not have a search engine so if you do have a question as far as needing the internet to just quickly answer the question it says that she is not sure about that. it is cool that she can stream music through pandora but really i can do that through any other laptop, computer, cell phone and or ipad as well. thinking about actually selling my unit."
21698,11,the speaker sounds like they pulled all of the base from it. it sounds empty. i returned this for the echo plkus and it sounds 100x better and has a hub built in for an extra $50.
21699,14,"the app to set it up is unbelievably slow, crashes, and fails to connect to the echo to wi-fi. i¡¯ve spent 2 hours troubleshooting and it is been incredibly frustrating dealing with the clunky app. wish i had saved my time and got a different device."
21700,14,"the sound on this is really good and the responsiveness to my voice is much better than the ""puck"". i can be facing the opposite direction of this echo in bed and it still hears and responds to what i ask!  love this thing!"
21701,14,once you get the commands down it works good. we have fun around my home playing music and being entertained by alexa. we have it hooked to our fire stick and harmony remote for voice control over the tv.the thing i do like it being away from the house and using my alexa app to drop in at home and talk to the family. you need to have a strong internwt signal to work all that alexa can do and i think i have only figured out a small amount of her capability.
21702,14,"i am so disappointed in you alexa.... the first echo worked on christmas day and then played nothing but kidzbop no matter what i asked, could not be reset with tech support. the second one played one song from the station i chose, and then kidzbop, and barney radio, and a lullaby... is this a joke???"
21703,11,the sound is much better...but we think...the 2nd echo has more trouble understanding.  we do not know...if our is has been updated....or not.
21704,14,so far so good. the commands works great. i would request amazon to improve the look of this device so it can belong to the family room.
21705,14,"not perfect but close to it, it has a lot of potential but sometimes feels a bit limited hopefully it continues to evolve. so far it is okay not exactly the ""smart house"" from the movie but we will see how much it improves"
21706,14,"so far, i like my first generation echo better. the new echo seems to come with a bug or two. i hope they get patched but it does not come running as smooth as the original echo.spotify cuts in and out. i have tried disconnecting my spotify and forcing an update by muting the echo for thirty minutes <u+2014> nothing worked. again, i hope this is patched.the speaker quality is better but i can rarely enjoy it with being distracted by the spotify bug.as a loyal amazon coustmer and i am hoping updates will continue to make the product better."
21707,11,i have all the previous echos and this one has bad sound quality.
21708,11,i did the coke vs. pepsi test and the sound is slightly improved from the original echo. favorite part is the price. it also matches our mid-century modern couch!
21709,14,still learning it. so far it is not as good as the google home assistant at finding content on the web and it can not seem to read from my cloud drive. it has good loud sound but the google device sounds better. that is all for now
21710,11,"a pint sized version of the original that does not disappoint. although smaller than the first echo it still delivers aclear and deeper audio. i find it very appealing, i also have the original to compare it to, good job."
21711,14,"like most reviewers have said the sound is not stellar, even with the 59452420 firmware .  better than the dot for sure but hardly better than the original echo.  i needed another echo so i am happy with this unit for $99, but it does not solve my whole home audio needs like i had hoped.  maybe gen 3 will do the trick.edit 11/24/2017firmware 592452720 has made a huge difference, much improved so adding 1 star"
21712,14,"back in october i bit the bullet and decided to buy a gen 2 echo. not the worst $99.00 i have ever spent but it is probably 2 or 3 on my list of dumb purchases. for starters i really do not have much use for it unless i spend a pile of money on echo controlled light bulbs, outlet controllers, thermostat, and countless other things i do not need to add or replace.it really does not replace anything i already have such as a radio. so as an experiment i turned it off for a week and discovered i did not miss it. it is back on and i have not used it yet. definitely something i do not need."
21713,11,not as good as the 1st generation in sound.  it is smaller and comes with different cover configurations - so that is a plus for those looking for those options.  i continue to use the 1st gen much more than my 2nd gen as audio output is my favored way of using the echo.
21714,4,setting this up is so difficult it is a joke.  good product. horrific software
21715,11,i was very disappointed with the sound. i have an original elaxa which sounds much better. i hope i got a defective unit. i returned it because of that and it did not come with a remote. (which i think is a must have).
21716,14,"many of the complaints seem to be compared to generation one.  my issue with this is actually compared to the regular echo.which i recently purchased as well.  the echo seems to acknowledge your commands but there is about a one minute delay on any initial command.  after that it seems to work fine.  as far as the sound quality goes it would be good for a medium size room is probably of average quality sound compared to other bose or jawbone products.  the main feature of alexa does not work properly therefore for this reason i will be returning my first amazon product.as a follow up someone from amazon contacted me. if i run the update they just released the connectivity latency issues would resolve. they have not, however, i ordered two. the second came yesterday and works without problems so far."
21717,14,"update:i left another review a few days ago (see below), but i wanted to send along a totally new one, as things have changed for the better. major props go to amazon here, as they read my original (rather scathing) review of the 2nd generation echo, and were concerned to the point where they actually gave me a call to go over my specific issues. they obviously listened to me, and i¡¯m sure others, as they called again this morning and asked me to listen to one of my review songs. unexpectedly, i was pleasantly surprised, as they fine-tuned the system to the point where it is much better through a software update.while i have now decided not to return the three units, i have to say that, although they are better, with significantly more bass, they still need to fine-tune what audiophiles call the ¡°brightness¡± (without sacrificing the bass), which is strange because dolby is usually pretty good with that. bottom line is that they are much better, but still not as good as the gen 1. i hope that what they did here may be indicative of what else is to come.this all leads me to wonder if they might want to consider some sort of equalizer within the alexa app, as others have noted. for those that manage to get themselves out of whack, a simple ¡°default¡± button would get them out of trouble.bottom line is that they managed to improve the unit, and i will now keep them. please make certain that you have the update 592452420 before you pack them up and return them. i have upgraded my review to 3 stars for now, shooting for 4 or 5.my first review...i¡¯m heavily invested in the echo ecosystem to say the least, as i have purchased 14 of them, of which 6 were gifts. i have been a big supporter of the line, and have been very happy with them¡¦until now. i really think that amazon gave google a gift-wrapped package with the echo 2nd gen, as i received my 3-pack and am extremely disappointed with the audio quality. i find it very difficult to believe that anyone who has experienced the audio quality of either the 1st gen, or the tap can say that the new version has the ¡°improved sound¡± that amazon has touted since introduction. i suppose that all three of my 2nd gens could be defective, but i doubt that.while the higher tones seem somewhat better, it appears to be totally at the expense of the lower end, as there is minimal bass tone at all. when a side-by-side test is done with the original 1st gen, the tap, and a dot mounted in a mokcao power+ speaker adapter, the difference is even more pronounced and even more disappointing to all who listened. even the mokcao is better. also, the sound begins to deteriorate totally at around level 6, as indicated by others. did not amazon bother to do a similar test? seems doubtful, as it is extremely eye-opening. while i totally get it that folks who have never previously owned an echo device, or have owned a dot, will likely think the 2nd gen sounds great in comparison, one cannot possibly understand the difference from the original without actually experiencing it.as noted above, i¡¯m obviously a huge fan of the echo environment, and will continue to be, and was really looking forward to receiving the new units. amazon made it look like an upgrade to the original at a lower price, but it really turns out to be a smaller, better looking device that actually sounds like a much better dot, but nowhere near the original echo or tap."
21718,11,"it is pretty good. somehow, the older echo device in better in terms of sound quality, ease of use of the volume dial (rather than buttons).it is small and looks nice though, and it is louder than the previous echo."
21719,14,"works very well, as expected except i was hoping the speaker would be noticeably better.  the speaker is slightly better than my original echo but almost un-noticeable.  i was expecting more bass similar to a sonos or bose speaker and this new echo does not have it.  i do like the ability to sinc it with my original echo to create a group and stream the same song in different rooms.we use alexa almost exclusively for music and i am still in need of some bass for the music."
21720,14,wish the sound quality was better!! too much treble and hardly any bass. even after the updates sound did not improve. i love amazon products and am a fan of them so this is not a anti amazon product review. tested the echo plus at a retail store and it sounds a little better but not much.
21721,14,"bought 3 2nd gen. they all suck! sorry not being hyper critical but dang! you guys missed passing this through qa firstunits are super laggy , unresponsive and do odd things that gen 1 does not do.on top of that sound quality is extremely poor compared to gen 1 i will be retuning all these units and possibly be switching out to google home if you do not acknowledge the blunder and fix this.thank you for the opportunity to provide feed back ..."
21722,0,i like it but i wish it could work without having to be plugged on wall.
